SubModel;EntityType;EntityName;Units;Value;Option;Comment
SoilWaterMod2;State;WMenge18;[cm];0;NA;Water amount per layer [cm]
SoilWaterMod2;State;WMenge19;[cm];0;NA;Water amount per layer [cm]
SoilWaterMod2;State;WMenge20;[cm];0;NA;Water amount per layer [cm]
SoilWaterMod2;State;WMenge21;[cm];0;NA;Water amount per layer [cm]
SoilWaterMod2;Parameter;alpha_scaling;[-];1;NA;Parameter for linear scaling of soil hydraulic Parameter alpha
SoilWaterMod2;Parameter;alpha1;[1/cm];0.00677;NA;Van Genuchten parameter alpha for horizon 1
SoilWaterMod2;Parameter;alpha2;[1/cm];0.00677;NA;Van Genuchten parameter alpha for horizon 2
SoilWaterMod2;Parameter;alpha3;[1/cm];0.00677;NA;Van Genuchten parameter alpha for horizon 3
SoilWaterMod2;Parameter;alpha4;[1/cm];0.00677;NA;Van Genuchten parameter alpha for horizon 4
SoilWaterMod2;Parameter;alpha5;[1/cm];0.00677;NA;Van Genuchten parameter alpha for horizon 5
SoilWaterMod2;Parameter;alpha6;[1/cm];0.00677;NA;Van Genuchten parameter alpha for horizon 6
SoilWaterMod2;Parameter;b_rest1;[cm3.cm-3];0.09;NA;Van Genuchten parameter b_rest
SoilWaterMod2;Parameter;b_rest2;[cm3.cm-3];0.09;NA;Van Genuchten parameter b_rest
SoilWaterMod2;Parameter;b_rest3;[cm3.cm-3];0.09;NA;Van Genuchten parameter b_rest
SoilWaterMod2;Parameter;b_rest4;[cm3.cm-3];0.09;NA;Van Genuchten parameter b_rest
SoilWaterMod2;Parameter;b_rest5;[cm3.cm-3];0.09;NA;Van Genuchten parameter b_rest
SoilWaterMod2;Parameter;b_rest6;[cm3.cm-3];0.09;NA;Van Genuchten parameter b_rest
SoilWaterMod2;Parameter;b_sat1;[cm3.cm-3];0.4298;NA;Van Genuchten parameter b_sat
SoilWaterMod2;Parameter;b_sat2;[cm3.cm-3];0.4298;NA;Van Genuchten parameter b_sat
SoilWaterMod2;Parameter;b_sat3;[cm3.cm-3];0.4298;NA;Van Genuchten parameter b_sat
SoilWaterMod2;Parameter;b_sat4;[cm3.cm-3];0.4298;NA;Van Genuchten parameter b_sat
SoilWaterMod2;Parameter;b_sat5;[cm3.cm-3];0.4298;NA;Van Genuchten parameter b_sat
SoilWaterMod2;Parameter;b_sat6;[cm3.cm-3];0.4298;NA;Van Genuchten parameter b_sat
SoilWaterMod2;Parameter;bil_nr;[];18;NA;
SoilWaterMod2;Parameter;bsat_scaling;[-];1;NA;Scaling factor for bsat (multiplied in all horizons)
SoilWaterMod2;Parameter;FK_1;[cm3/cm3];0.35;NA;field capacity
SoilWaterMod2;Parameter;FK_2;[cm3/cm3];0.35;NA;field capacity
SoilWaterMod2;Parameter;FK_3;[cm3/cm3];0.35;NA;field capacity
SoilWaterMod2;Parameter;FK_4;[cm3/cm3];0.35;NA;field capacity
SoilWaterMod2;Parameter;FK_5;[cm3/cm3];0.35;NA;field capacity
SoilWaterMod2;Parameter;FK_6;[cm3/cm3];0.35;NA;field capacity
SoilWaterMod2;Parameter;HoriNdx1;[-];3;NA;lowest layer of the 1st soil horizon
SoilWaterMod2;Parameter;HoriNdx2;[-];6;NA;lowest layer of the 2nd soil horizon
